state,state_ansi,county,county_ansi,fips5,ag_district,ag_district_code,year,produced_soy,acres_planted,acres_harvested,production_bu,yield_bu_ac,yield_kg_ha,production_tonnes,area_harvested_ha,pcp04,pcp05,pcp06,pcp07,pcp08,pcp09,tmp04,tmp05,tmp06,tmp07,tmp08,tmp09,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,pdsi_may,zndx07,zndx08,zndx_jja,pcp_grow,pcp_critical,pcp_summer,tmp_grow,tmp_critical,tmp_summer,tmax_critical,tmax_summer,tmp_range_crit,pcp_grow_cv,tmp_grow_sd,pdsi_critical,zndx_critical,drought_flag,severe_drought,hot_month_count,dry_month_count,heat_x_dry,pcp_grow_anom,pcp_grow_z,pcp_critical_anom,pcp_critical_z,pcp08_anom,pcp08_z,tmp_grow_anom,tmp_grow_z,tmp_critical_anom,tmp_critical_z,tmax_critical_anom,tmax_critical_z,tmax08_anom,tmax08_z,pdsi08_anom,pdsi08_z,zndx08_anom,zndx08_z,climate_normal_pcp,climate_normal_tmax,trend_slope,yield_trend,yield_anom,log_yield,n_years_county,in_balanced_panel,is_focal
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1980,1.0,59300.0,56500.0,2120000.0,37.5,2521.911192490491,57696.86,22864.738773,1.57,2.43,7.8,3.18,8.28,1.57,49.9,61.1,69.9,78.3,74.5,64.6,2.11,1.61,36.9,47.4,52.1,35.0,90.9,86.3,86.43333333333334,0.85,0.63,1.66,1.0466666666666666,-1.59,-0.38,3.27,1.81,24.83,11.46,19.26,66.38333333333333,76.4,74.23333333333333,88.6,86.43333333333334,45.05,0.7455048943448302,10.227886715576522,1.145,1.445,0,0,1,0,-289.722,0.7415909090909061,0.1292957969568557,3.4746969696969696,0.9721375630342136,4.111136363636363,1.6592832804863265,1.433333333333323,0.8866536893954459,3.184090909090912,1.3482129976678907,3.562499999999986,1.12217046713687,2.421969696969697,0.6889804701648996,1.498712121212121,0.5649141499122141,3.2420454545454547,1.4607762230304442,7.985303030303029,85.03750000000001,0.47517059992104155,33.55938089716085,3.9406191028391504,3.624340932976365,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1981,1.0,61400.0,61400.0,2639000.0,43.0,2891.7915007224296,71821.7045,24847.6984188,3.21,2.43,5.0,5.32,4.87,2.21,56.7,58.2,70.5,73.0,69.4,63.3,2.11,1.5,44.1,46.0,50.2,37.7,83.1,80.4,81.96666666666667,0.03,0.66,1.07,0.5866666666666668,-1.37,1.92,1.41,1.1366666666666667,23.040000000000003,10.19,15.19,65.18333333333332,71.2,70.96666666666667,81.75,81.96666666666667,37.8,0.3615723883455274,6.803357014494144,0.865,1.665,0,0,0,0,-115.2675,-1.0484090909090895,-0.1827893078032415,2.204696969696972,0.616821771234067,0.7011363636363637,0.282983521493743,0.23333333333332,0.1443389726922747,-2.0159090909090907,-0.8535795352829534,-3.2875000000000085,-1.0355467819543815,-3.4780303030302946,-0.9893992300678908,0.9087121212121212,0.3425236429357028,1.3820454545454544,0.6227115465999389,7.985303030303029,85.03750000000001,0.47517059992104155,34.03455149708191,8.965448502918093,3.7612001156935624,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1982,1.0,62100.0,61900.0,2026000.0,32.7,2199.1065598517084,55138.603,25050.0412398,2.88,8.19,4.33,5.37,6.64,3.95,45.3,61.5,64.6,74.3,69.9,62.5,4.18,3.4000000000000004,33.5,52.2,52.5,40.6,85.5,79.8,80.39999999999999,2.87,3.23,3.88,3.3266666666666667,3.12,1.98,2.94,1.7133333333333336,31.36,12.01,16.34,63.01666666666667,72.1,69.6,82.65,80.39999999999999,36.10000000000001,0.3704047372923026,9.93628032347451,3.555,2.46,0,0,0,0,-242.991,7.271590909090907,1.2677962070593365,4.02469696969697,1.126014480742939,2.4711363636363632,0.9973678538740576,-1.93333333333333,-1.1959514880217708,-1.1159090909090992,-0.4725000584260804,-2.387500000000003,-0.7520510849934852,-4.078030303030303,-1.1600819114474992,3.718712121212121,1.401705549044172,2.9120454545454546,1.312087328825032,7.985303030303029,85.03750000000001,0.47517059992104155,34.509722097002964,-1.809722097002961,3.487375077903208,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1983,1.0,65200.0,65200.0,2290000.0,35.1,2360.5088761710995,62323.495,26385.5038584,2.58,5.4,5.14,1.55,1.29,2.6,42.7,56.2,69.7,77.8,79.8,65.4,6.15,6.9,33.8,44.7,52.2,40.6,89.8,92.4,87.43333333333332,4.34,3.28,1.83,3.15,4.7,-1.83,-3.36,-1.61,18.56,2.84,7.979999999999999,65.26666666666667,78.8,75.76666666666667,91.1,87.43333333333332,44.69999999999999,0.5719394748843923,13.995951795668152,2.555,-2.595,0,0,2,2,306.09599999999995,-5.52840909090909,-0.9638738158061684,-5.14530303030303,-1.4395334017825343,-2.8788636363636364,-1.1619294219647467,0.3166666666666629,0.1958886057966673,5.584090909090904,2.364424935952892,6.062499999999986,1.909658514250466,8.521969696969705,2.42425439752423,1.6687121212121212,0.6289927705664632,-3.387954545454545,-1.5265188332782915,7.985303030303029,85.03750000000001,0.47517059992104155,34.98489269692402,0.11510730307598038,3.55820113047182,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1984,1.0,63100.0,62900.0,1597000.0,25.4,1708.174514380226,43463.1535,25454.7268818,6.91,5.93,7.01,5.28,0.59,1.91,45.9,56.6,70.3,73.2,74.1,62.2,2.01,6.29,37.4,45.6,50.1,42.1,85.6,87.3,84.66666666666667,3.99,4.24,3.03,3.753333333333333,3.73,1.99,-2.33,0.5299999999999999,27.630000000000003,5.87,12.88,63.71666666666667,73.65,72.53333333333333,86.44999999999999,84.66666666666667,40.34999999999999,0.5882587456422049,11.058646692370033,3.635,-0.17,0,0,0,1,201.4285,3.5415909090909103,0.6174736144586858,-2.1153030303030294,-0.5918114733144662,-3.5788636363636366,-1.4444542991773006,-1.2333333333333345,-0.7629345699449246,0.4340909090909122,0.1838034850496564,1.41249999999998,0.4449307466191755,3.421969696969697,0.9734516057975764,2.868712121212121,1.0813124457729268,-2.3579545454545454,-1.0624292543947322,7.985303030303029,85.03750000000001,0.47517059992104155,35.46006329684508,-10.06006329684508,3.2347491740244907,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1985,1.0,64300.0,64000.0,2529000.0,39.5,2656.4131227566504,68827.9995,25899.881088,1.73,2.75,3.65,4.49,3.1,4.54,53.7,63.0,66.7,73.3,67.8,62.9,4.54,4.59,42.2,51.2,53.1,40.9,85.4,79.2,81.2,-1.18,0.24,0.07,-0.29,-1.03,0.71,-0.43,-0.1666666666666666,20.26,7.59,11.24,64.56666666666666,70.55,69.26666666666667,82.30000000000001,81.2,35.30000000000001,0.3202896214043019,6.551233980454876,0.155,0.1399999999999999,0,0,0,0,35.389,-3.82840909090909,-0.6674801408943436,-0.3953030303030296,-0.11059638520718,-1.0688636363636363,-0.4314008108865717,-0.3833333333333399,-0.2371283122801832,-2.6659090909090963,-1.1288036019018113,-2.737499999999997,-0.8622994115893868,-4.678030303030297,-1.3307645928271037,-0.0912878787878787,-0.0344094197363503,-0.4579545454545454,-0.2063416816969046,7.985303030303029,85.03750000000001,0.47517059992104155,35.935233896766135,3.5647661032338647,3.676300671907076,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1986,1.0,69400.0,69200.0,2906000.0,42.0,2824.54053558935,79088.243,28004.2464264,6.57,5.09,3.91,7.74,5.03,8.16,52.3,61.7,72.4,75.5,67.7,66.3,1.98,1.7000000000000002,40.0,50.3,56.4,41.7,86.1,78.4,82.7,1.24,2.36,2.73,2.11,1.76,3.74,1.86,1.5200000000000002,36.5,12.77,16.68,65.98333333333333,71.6,71.86666666666667,82.25,82.7,33.2,0.2761793864157013,8.250676739920593,2.545,2.8000000000000003,0,0,0,0,-152.985,12.411590909090908,2.163951200616266,4.78469696969697,1.3386444033949958,0.8611363636363638,0.347560636285184,1.0333333333333314,0.6392154504943947,-1.6159090909090992,-0.684210878902123,-2.7875000000000085,-0.8780491725316624,-5.478030303030295,-1.558341501333244,2.5687121212121213,0.968232526971311,1.8320454545454543,0.8254691296073192,7.985303030303029,85.03750000000001,0.47517059992104155,36.41040449668719,5.5895955033128075,3.7376696182833684,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1987,1.0,63400.0,63100.0,2771000.0,43.9,2952.3173693422013,75414.1505,25535.6640102,2.25,5.64,2.74,6.85,10.78,2.48,53.3,65.2,72.7,75.7,69.5,63.0,1.51,2.02,39.8,52.8,51.0,34.2,86.0,79.3,83.39999999999999,1.22,1.94,3.75,2.303333333333333,2.14,2.54,6.04,2.16,30.74,17.63,20.37,66.56666666666666,72.6,72.63333333333334,82.65,83.39999999999999,40.05,0.6542045586768137,8.002916135176397,2.845,4.29,0,0,0,0,-499.206,6.651590909090906,1.1596996903267882,9.64469696969697,2.698356803512095,6.611136363636363,2.6683006991025904,1.61666666666666,1.000062882225099,-0.6159090909090992,-0.2607892379500378,-2.387500000000003,-0.7520510849934852,-4.578030303030303,-1.3023174792638377,3.5887121212121214,1.3527042508968052,6.012045454545454,2.70886178954254,7.985303030303029,85.03750000000001,0.47517059992104155,36.885575096608136,7.014424903391863,3.7819143200811256,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1988,1.0,68100.0,67800.0,1936000.0,28.6,1923.3776028060813,52689.208,27437.686527600003,1.26,1.69,0.8,2.6,3.37,4.61,49.7,65.6,74.4,75.3,76.6,65.0,2.48,3.93,35.4,51.7,52.5,33.8,87.7,89.5,88.60000000000001,-3.55,-4.06,-4.39,-4.0,-2.3,-2.63,-2.26,-3.1166666666666667,14.329999999999998,5.970000000000001,6.7700000000000005,67.76666666666667,75.94999999999999,75.43333333333332,88.6,88.60000000000001,45.45,0.5988429492674536,10.173822618203378,-4.225,-2.445,1,1,1,0,200.236,-9.758409090909094,-1.701371018675004,-2.015303030303029,-0.5638338519128796,-0.7988636363636363,-0.3224269296760151,2.816666666666663,1.7423775989282702,2.734090909090895,1.1576732592394452,3.562499999999986,1.12217046713687,5.6219696969697,1.599288104189466,-4.551287878787878,-1.715530879253707,-2.287954545454545,-1.0308891859269176,7.985303030303029,85.03750000000001,0.47517059992104155,37.36074569652919,-8.760745696529192,3.353406717825807,44,1,0
IOWA,19,ADAIR,001,19001,SOUTHWEST,70,1989,1.0,67900.0,67000.0,2573000.0,38.4,2582.4370611102627,70025.4815,27113.938014,1.28,2.91,5.42,4.39,3.08,6.92,51.6,60.0,67.2,74.5,71.3,60.5,2.77,3.12,38.2,46.6,48.8,39.8,85.4,82.2,82.13333333333333,-4.12,-3.64,-3.61,-3.79,-4.73,0.17,-1.04,-0.17,24.0,7.47,12.89,64.18333333333334,72.9,71.0,83.80000000000001,82.13333333333333,39.500000000000014,0.5015949561149912,8.43312911478691,-3.625,-0.435,1,1,0,0,87.15200000000002,-0.0884090909090922,-0.015414056088329,-0.5153030303030297,-0.1441695308890837,-1.0888636363636364,-0.4394729502355018,-0.7666666666666657,-0.4742566245603576,-0.3159090909090878,-0.1337627456644074,-1.2374999999999972,-0.3898065833212292,-1.6780303030302974,-0.4773511859290734,-3.7712878787878794,-1.4215230903695055,-1.0679545454545456,-0.4811908497735757,7.985303030303029,85.03750000000001,0.47517059992104155,37.83591629645025,0.5640837035497483,3.648057459593681,44,1,0
