county_ansi,year,pcp04,pcp05,pcp06,pcp07,pcp08,pcp09,tmp04,tmp05,tmp06,tmp07,tmp08,tmp09,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,pdsi_may,zndx07,zndx08,zndx_jja,pcp_grow,pcp_critical,pcp_summer,tmp_grow,tmp_critical,tmp_summer,tmax_critical,tmax_summer,tmp_range_crit,pcp_grow_cv,tmp_grow_sd,pdsi_critical,zndx_critical,drought_flag,severe_drought,hot_month_count,dry_month_count,heat_x_dry,pcp_grow_anom,pcp_grow_z,pcp_critical_anom,pcp_critical_z,pcp08_anom,pcp08_z,tmp_grow_anom,tmp_grow_z,tmp_critical_anom,tmp_critical_z,tmax_critical_anom,tmax_critical_z,tmax08_anom,tmax08_z,pdsi08_anom,pdsi08_z,zndx08_anom,zndx08_z,climate_normal_pcp,climate_normal_tmax
001,1895,1.08,4.39,4.78,3.46,2.41,5.11,45.4,53.6,61.6,64.2,62.6,56.7,,,32.0,39.7,44.2,26.0,76.8,75.6,75.36666666666666,0.75,0.79,0.29,0.61,0.45,0.35,-1.27,0.04,21.23,5.87,10.65,57.35,63.400000000000006,62.800000000000004,76.19999999999999,75.36666666666666,41.09999999999999,0.43892246272339597,7.068733974340809,0.54,-0.46,0,0,0,1,96.77399999999999,1.1325757575757578,0.2755241933972448,-1.6546969696969693,-0.6076365904139696,-1.2259848484848481,-0.7059644964056562,0.3942171717171661,0.2326473626251933,-2.374242424242425,-1.156346422921298,-1.3837121212121275,-0.604791412468188,-0.613636363636374,-0.2125125704828753,0.46325757575757576,0.1958265187486779,-1.018939393939394,-0.4431942351046281,7.524696969696969,77.58371212121212
001,1896,6.91,5.73,3.18,2.3,2.79,2.04,39.6,58.1,63.9,66.3,63.8,52.4,1.48,1.56,28.4,46.0,40.6,26.5,79.1,77.5,77.96666666666665,2.81,1.88,1.16,1.95,3.64,-1.92,-1.56,-1.62,22.95,5.09,8.27,57.349999999999994,65.05,64.66666666666667,78.3,77.96666666666665,44.75,0.5247723774182076,10.04723842655284,1.52,-1.74,0,0,0,1,122.148,2.8525757575757567,0.6939523731223981,-2.4346969696969696,-0.8940676102336853,-0.8459848484848482,-0.487147347918307,0.394217171717159,0.23264736262518912,-0.7242424242424335,-0.3527336248604897,0.716287878787881,0.3130743391670796,1.2863636363636317,0.445489314419648,1.3332575757575758,0.5635896816775114,-1.308939393939394,-0.5693315980771572,7.524696969696969,77.58371212121212
001,1897,1.04,1.66,5.56,10.73,1.89,2.02,41.0,51.4,58.3,70.1,62.0,60.2,5.6,3.84,29.3,37.1,47.9,35.6,80.8,74.4,75.33333333333333,2.98,5.8,-0.55,2.7433333333333327,2.53,9.39,-1.65,3.286666666666667,22.900000000000002,12.620000000000001,18.18,57.16666666666666,66.05,63.46666666666666,77.6,75.33333333333333,35.849999999999994,0.9812885280597994,9.957241920665915,2.625,3.87,0,0,0,1,128.04,2.8025757575757595,0.6817887632466676,5.0953030303030316,1.8710933887951093,-1.7459848484848484,-1.0053984890725551,0.21088383838382185,0.12445315004053968,0.27575757575756654,0.13430443457030578,0.016287878787878185,0.007119088621990419,-1.8136363636363626,-0.6280927083160427,-0.3767424242424243,-0.15925515580329933,-1.398939393939394,-0.6084776762410454,7.524696969696969,77.58371212121212
001,1898,1.06,3.09,4.7,4.06,3.36,2.19,38.9,50.2,61.1,65.4,61.5,56.0,1.61,1.08,26.0,38.0,44.2,30.0,77.2,72.5,74.2,0.39,0.68,0.66,0.5766666666666667,0.05,1.0,0.14,0.7200000000000001,18.46,7.42,12.12,55.51666666666667,63.45,62.666666666666664,74.85,74.2,37.74999999999999,0.42467331364019134,9.68781021008704,0.67,0.5700000000000001,0,0,0,0,-10.479000000000001,-1.6374242424242418,-0.39833979371826395,-0.10469696969696951,-0.038446743336329296,-0.2759848484848484,-0.15892162518728326,-1.4391161616161625,-0.8492947632212761,-2.3242424242424278,-1.1319945199497596,-2.733712121212122,-1.1948479670908552,-3.7136363636363683,-1.2860945932185661,0.8332575757575758,0.35223154206323926,0.39106060606060605,0.1700943227962892,7.524696969696969,77.58371212121212
001,1899,1.76,5.14,5.16,3.44,9.08,2.67,39.3,49.2,62.2,66.4,63.8,51.8,1.62,1.67,26.7,38.0,40.9,34.7,78.4,73.8,75.33333333333333,1.47,1.33,3.49,2.0966666666666667,1.1,0.03,6.88,2.783333333333333,27.25,12.52,17.68,55.449999999999996,65.1,64.13333333333334,76.1,75.33333333333333,38.3,0.5724032415351578,10.47277422653616,2.41,3.455,0,0,0,0,-523.568,7.152575757575757,1.740022822435282,4.99530303030303,1.8343714631771966,5.444015151515152,3.134852294148605,-1.5057828282828396,-0.888638113252063,-0.6742424242424363,-0.3283817218889513,-1.4837121212121218,-0.648499305403198,-2.413636363636371,-0.8358827772326314,3.663257575757576,1.5485186122800196,7.131060606060606,3.101700620847482,7.524696969696969,77.58371212121212
001,1900,0.51,0.57,1.99,3.5,9.19,3.88,46.8,54.4,62.4,63.6,69.5,55.5,1.7799999999999998,1.3,33.0,39.3,45.9,42.2,75.8,80.1,77.33333333333333,-4.09,-4.15,1.76,-2.16,-3.0,-1.46,5.27,-0.1266666666666669,19.64,12.69,14.68,58.699999999999996,66.55,65.16666666666667,77.94999999999999,77.33333333333333,33.89999999999999,0.9853687999143936,8.058287659298346,-1.1950000000000003,1.9049999999999998,0,0,0,0,-410.7964999999999,-0.45742424242424207,-0.11127860065100753,5.16530303030303,1.8967987367276475,5.554015151515151,3.198194100289679,1.7442171717171604,1.0293502007485014,0.7757575757575665,0.3778234642857035,0.3662878787878725,0.16009671389453192,3.886363636363626,1.3459129463915174,1.9332575757575758,0.8172194492146381,5.521060606060606,2.401420778137924,7.524696969696969,77.58371212121212
001,1901,1.77,0.84,7.76,3.34,2.07,1.38,41.8,54.6,60.5,69.1,65.1,53.3,1.4,1.38,30.2,41.6,41.6,32.7,79.5,76.8,75.89999999999999,1.39,-0.15,-0.87,0.1233333333333333,-1.57,-0.45,-2.2,0.5033333333333333,17.16,5.41,13.17,57.400000000000006,67.1,64.89999999999999,78.15,75.89999999999999,41.0,0.8890117130871571,9.734474818910366,-0.51,-1.3250000000000002,0,0,0,1,171.93000000000004,-2.9374242424242425,-0.7145936504872755,-2.1146969696969693,-0.776557448256366,-1.5659848484848484,-0.9017482608417056,0.44421717171717034,0.26215487514828145,1.3257575757575637,0.6456943969726396,0.5662878787878896,0.2475124997645645,0.5863636363636289,0.20306756735029705,-0.6967424242424243,-0.2945243651564335,-1.9489393939393942,-0.8477037094648076,7.524696969696969,77.58371212121212
001,1902,1.5,6.15,3.09,3.88,4.27,1.38,38.0,53.5,58.3,66.9,61.5,50.9,1.9,2.16,26.4,42.4,40.4,31.4,78.7,72.6,73.66666666666667,0.98,1.01,1.25,1.08,1.33,0.39,1.04,0.2633333333333333,20.27,8.149999999999999,11.239999999999998,54.85,64.2,62.23333333333333,75.65,73.66666666666667,39.75000000000001,0.5349976894310118,10.02671431726266,1.13,0.7150000000000001,0,0,0,0,-78.676,0.17257575757575694,0.04198288378320544,0.6253030303030291,0.2296233136744298,0.6340151515151513,0.36508786197978965,-2.105782828282834,-1.2427282635290868,-1.5742424242424278,-0.766715975376663,-1.9337121212121104,-0.8451848236107496,-3.613636363636374,-1.2514629150658036,1.4232575757575758,0.6016341468080805,1.291060606060606,0.5615551044351725,7.524696969696969,77.58371212121212
001,1903,3.59,4.04,1.65,5.9,4.58,5.89,39.4,52.9,59.3,63.4,58.6,51.4,2.99,4.04,28.0,41.6,40.8,33.2,74.2,68.7,72.10000000000001,1.75,2.57,2.96,2.4266666666666667,2.94,2.99,1.97,0.7700000000000001,25.65,10.48,12.13,54.166666666666664,61.0,60.43333333333333,71.45,72.10000000000001,34.45,0.3736390897907371,8.468451255493337,2.7649999999999997,2.48,0,0,0,0,-140.75650000000002,5.552575757575756,1.3507873064118832,2.955303030303031,1.0852441805717865,0.9440151515151518,0.5435965883773642,-2.789116161616171,-1.6459976013445923,-4.774242424242431,-2.32523776555521,-6.133712121212113,-2.680916326881279,-7.5136363636363654,-2.602098363023608,3.133257575757576,1.324478984288891,2.221060606060606,0.966064578795352,7.524696969696969,77.58371212121212
001,1904,1.43,1.41,3.84,3.27,2.12,3.79,34.5,50.5,59.0,62.7,61.0,52.0,3.09,2.02,24.4,38.1,42.3,34.9,73.8,72.5,72.06666666666666,2.31,2.04,1.26,1.87,2.66,-0.08,-1.71,-0.6699999999999999,15.86,5.390000000000001,9.23,53.28333333333333,61.85,60.9,73.15,72.06666666666666,34.55000000000001,0.42823424022139517,10.422171878580139,1.65,-0.895,0,0,0,1,125.0865,-4.237424242424243,-1.030847507256287,-2.134696969696969,-0.7839018333799482,-1.5159848484848482,-0.8729565307775805,-3.672449494949504,-2.1672969892524376,-3.924242424242429,-1.911255415039033,-4.4337121212121104,-1.9378821469860636,-3.7136363636363683,-1.2860945932185661,1.4332575757575758,0.6058613096003659,-1.458939393939394,-0.6345750616836376,7.524696969696969,77.58371212121212
